18.835415,0.000122,1.199664,0.203793
19.077317,0.012045,1.204485,0.215018
19.323345,0.024798,1.210173,0.227100
19.573499,0.038426,1.216776,0.240087
19.827949,0.052991,1.224346,0.254044
20.086869,0.068554,1.232940,0.269036
20.350258,0.085172,1.242612,0.285123
20.618402,0.102923,1.253430,0.302388
20.891302,0.121869,1.265453,0.320898
21.169129,0.142086,1.278750,0.340735
21.452113,0.163660,1.293396,0.361990
21.740253,0.186662,1.309457,0.384742
22.033837,0.211187,1.327016,0.409093
22.332864,0.237310,1.346139,0.435128
22.637562,0.265125,1.366907,0.462950
22.948106,0.294722,1.389395,0.492662
23.264607,0.326182,1.413672,0.524358
23.587125,0.359577,1.439790,0.558124
23.915946,0.394991,1.467812,0.594063
24.251069,0.446907,1.512201,0.646679
24.592609,0.485769,1.543373,0.686439
24.940738,0.526386,1.576103,0.728181
25.295456,0.562862,1.604463,0.766042
25.656764,0.605393,1.638605,0.810258
26.024774,0.648972,1.673469,0.855871
26.399260,0.693095,1.708493,0.902433
26.780162,0.736985,1.742825,0.949238
27.167252,0.779302,1.775036,0.995032
